PM2.5,PM10,So2,No2,Co,O3,AQI
19,33,6,25,0.83,73,33
37,51,6,22,0.82,60,53
23,36,5,18,0.63,65,37
28,45,5,26,0.63,50,45
37,57,7,45,0.82,51,55
37,91,8,58,0.83,50,71
27,78,7,41,0.55,77,64
27,62,7,33,0.63,91,56
31,80,10,39,0.75,104,70
34,92,11,37,0.84,114,79
32,69,9,31,0.94,92,59
28,61,6,19,0.67,91,50
45,132,9,51,0.86,85,91
42,112,8,47,0.77,70,81
41,89,6,37,0.79,75,70
37,82,6,49,0.76,66,65
28,60,6,43,0.82,83,56
25,51,6,31,0.87,65,46
24,36,5,18,0.82,63,40
43,65,5,34,1.22,58,62
32,58,6,41,1.12,46,52
20,37,5,31,1,54,38
15,26,4,28,0.82,57,30
6,18,4,12,0.56,64,21
13,26,4,20,0.45,79,30
33,47,7,32,0.56,65,49
40,60,5,50,0.71,37,58
26,48,6,38,0.58,64,47
44,75,7,60,0.97,51,64
31,55,7,40,0.73,59,51
20,38,5,25,0.65,59,39
24,69,6,39,0.52,66,57
38,103,7,54,0.6,57,77
23,42,4,30,0.58,59,40
16,28,5,27,0.55,48,29
18,37,6,34,0.66,51,37
19,38,6,28,0.6,62,39
22,46,6,34,0.6,78,45
32,69,8,44,0.83,76,61
32,65,8,43,0.77,87,59
38,74,7,41,0.92,96,67
21,42,5,24,0.69,89,41
17,40,7,31,0.56,86,40
19,50,8,39,0.64,93,51
25,59,9,41,0.76,118,67
27,53,11,30,0.77,120,55
34,60,12,46,0.96,85,60
37,68,11,48,0.99,95,68
32,50,5,39,0.89,78,50
47,71,5,35,0.98,96,65
45,74,7,37,1.19,66,65
18,30,5,23,0.81,63,34
11,24,5,17,0.61,62,28
11,22,6,18,0.54,70,26
16,33,6,24,0.59,78,36
15,32,6,20,0.85,49,33
13,27,5,17,0.56,78,29
16,22,5,23,0.57,63,25
29,38,5,27,0.69,64,43
37,57,7,30,0.69,65,53
39,67,6,46,0.99,91,69
25,55,10,44,0.87,121,66
31,57,11,32,0.89,128,62
26,50,8,31,0.76,112,59
31,55,7,33,0.94,76,52
11,21,4,26,0.71,50,23
16,25,4,18,0.75,88,31
29,48,6,31,0.91,117,58
23,43,4,31,0.85,76,43
12,23,4,24,0.79,50,27
9,16,4,19,0.81,34,18
10,19,3,20,0.6,70,25
21,32,4,29,0.8,42,35
18,35,3,31,0.89,19,34
30,48,4,32,0.97,63,49
26,49,3,31,0.77,70,48
14,31,4,24,0.65,44,32
11,25,5,21,0.58,60,26
15,31,5,26,0.55,61,33
19,35,4,21,0.51,70,35
17,34,5,19,0.46,85,36
17,30,4,17,0.49,75,31
18,35,5,20,0.54,78,38
19,37,5,23,0.55,85,40
26,51,5,39,0.7,72,50
10,22,4,25,0.65,50,25
20,32,5,26,0.85,61,33
19,28,4,29,0.83,60,31
22,41,6,26,0.8,80,45
19,37,8,26,0.78,84,42
16,33,6,23,0.64,90,43
19,38,6,26,0.71,71,39
12,28,6,17,0.6,66,29
10,21,5,15,0.48,55,23
11,24,5,15,0.47,62,26
8,18,5,11,0.5,61,21
6,14,5,12,0.5,51,17
16,32,5,23,0.57,87,37
23,47,5,37,0.68,100,61
30,59,5,43,0.75,111,71
37,75,6,37,0.96,137,86
34,69,6,37,0.94,102,64
31,47,5,19,0.96,120,54
14,27,5,16,0.71,91,32
11,24,5,16,0.67,88,30
14,28,4,15,0.65,89,31
19,35,6,18,0.87,104,40
20,34,7,21,0.83,114,48
23,43,6,23,0.85,87,45
19,26,4,22,0.94,55,30
16,23,4,23,0.92,70,28
9,15,4,22,0.94,45,17
7,12,4,14,0.75,76,24
7,10,4,16,0.73,81,26
23,31,5,31,1.04,60,34
22,32,5,35,0.99,48,33
19,32,5,25,1.08,75,35
16,26,5,25,0.82,84,35
20,36,6,25,0.82,80,39
15,25,4,24,0.74,50,27
20,24,4,25,0.8,79,33
27,46,6,28,0.94,68,45
22,40,5,21,0.78,63,40
10,15,4,17,0.65,81,26
20,31,5,25,0.65,72,32
17,34,5,22,0.65,61,35
8,16,4,20,0.5,56,20
17,32,5,34,0.67,55,33
29,46,6,34,0.87,61,46
19,33,7,30,0.75,64,37
24,42,6,34,0.64,66,44
23,39,6,21,0.98,96,52
22,39,6,23,0.86,73,39
22,39,6,25,0.84,75,41
28,47,6,24,0.78,82,46
12,28,6,17,0.76,80,32
10,22,5,14,0.68,75,25
14,25,5,17,0.72,87,30
20,38,6,36,0.79,93,46
23,45,6,52,0.83,88,58
32,62,7,64,0.93,114,77
36,67,8,53,0.92,113,73
24,47,8,26,0.84,124,52
15,34,7,18,0.71,99,37
15,33,7,21,0.77,107,37
20,39,9,36,0.91,105,49
34,63,9,46,0.99,110,69
34,59,9,30,0.96,129,67
31,56,10,26,0.94,146,66
28,50,9,19,0.87,99,47
8,12,6,17,0.88,75,24
15,24,7,29,0.83,83,32
23,42,9,47,0.95,75,47
30,56,12,38,0.97,104,58
26,46,9,31,0.83,91,47
20,33,7,28,0.7,81,37
28,49,9,31,0.85,89,50
17,32,6,18,0.79,84,35
29,47,8,25,1,98,50
9,16,5,16,0.7,73,24
18,31,7,40,0.9,78,39
25,45,8,43,0.94,99,60
30,55,11,37,1.03,101,56
30,52,10,25,0.89,103,50
29,50,9,24,0.82,102,51
19,45,8,22,0.75,56,42
10,21,6,18,0.72,42,21
7,15,6,16,0.59,43,17
17,27,6,22,0.68,32,27
20,29,5,26,0.87,37,31
15,27,5,18,0.83,45,28
10,30,6,18,0.51,59,30
16,31,7,20,0.54,81,34
15,31,7,24,0.55,88,32
37,44,6,28,0.72,85,55
26,33,5,20,0.78,80,40
11,20,5,19,0.61,63,25
19,44,7,31,0.66,43,43
24,42,6,44,0.55,37,42
34,50,7,50,0.72,23,50
25,29,5,26,0.58,49,38
16,23,6,34,0.54,52,26
35,52,7,52,0.81,43,53
47,66,8,56,0.85,62,66
42,64,8,68,0.8,58,60
51,83,9,79,1.02,51,72
53,83,9,64,0.98,61,74
47,70,10,57,0.93,64,67
64,93,9,74,1.01,70,86
73,113,9,80,1.1,56,98
93,131,8,77,1.13,54,123
70,119,9,85,1.2,54,95
50,84,9,60,0.92,78,73
73,107,8,50,1.03,78,101
57,94,10,73,1.08,50,80
58,83,9,46,0.88,75,79
45,62,6,40,0.92,33,64
29,42,6,29,0.82,52,45
9,21,5,18,0.5,46,23
12,33,6,27,0.38,56,33
24,43,9,42,0.45,43,43
28,44,9,48,0.5,35,44
33,61,9,60,0.65,31,55
25,49,8,56,0.5,36,47
33,62,9,53,0.49,40,55
33,58,8,64,0.65,33,53
43,78,13,79,1.03,31,64
53,83,11,67,0.88,54,77
118,147,13,66,1.08,57,156
100,141,11,82,1.15,54,132
73,114,13,60,1.3,53,102
56,75,12,56,1.08,26,77
51,84,7,35,0.69,37,83
12,74,6,22,0.36,55,62
24,73,8,51,0.58,30,62
31,71,8,62,0.68,27,60
53,97,13,85,1.22,19,77
66,116,11,90,1.39,32,91
63,101,12,76,0.92,52,85
68,110,10,87,1.03,43,91
58,101,8,59,0.8,59,84
12,31,6,25,0.38,52,31
24,56,10,46,0.74,36,53
43,78,9,63,0.81,26,66
55,84,10,78,0.83,24,77
57,99,12,79,1.07,25,78
65,98,11,82,1.11,31,88
63,107,13,84,1.31,32,85
87,102,12,42,0.99,45,116
120,136,11,57,1.21,57,158
118,139,9,69,1.14,35,156
111,153,11,95,1.36,38,145
119,132,7,52,1.04,36,157
75,89,6,30,0.85,53,100
112,128,7,44,1.25,33,149
48,61,7,49,0.98,35,67
58,75,9,62,1.29,11,79
57,71,7,42,1.01,31,78
28,64,8,30,0.68,50,58
31,58,11,49,0.95,34,54
45,74,8,68,0.81,25,64
57,87,13,84,1.14,28,78
77,109,11,94,1.28,23,103
102,142,12,106,2,23,135
87,113,11,86,1.43,33,115
107,115,5,33,1.05,20,142
27,38,5,18,0.6,36,40
26,34,6,17,0.64,47,40
47,49,8,39,0.73,34,66
61,59,9,36,0.7,38,83
64,66,8,53,0.91,25,87
65,100,10,79,1.13,26,88
69,96,10,77,1,29,93
95,109,10,77,1,36,126
124,148,12,99,1.41,28,164
101,123,14,93,1.29,31,133
120,123,8,65,1.2,30,159
37,39,5,25,0.95,43,52
18,21,5,27,0.59,30,27
41,43,6,37,0.77,24,57
80,79,7,48,1.01,30,107
62,64,6,49,0.84,24,85
72,77,7,51,1.05,17,97
122,121,7,50,1.44,39,161
107,113,10,64,1.5,31,142
93,100,8,37,1.01,46,123
79,84,11,56,1.16,22,106
92,97,10,63,1.21,24,122
100,104,9,66,1.23,30,131
119,134,9,66,1.23,36,156
177,172,9,69,1.57,40,227
143,160,10,81,1.79,41,189
146,143,7,35,1.25,47,191
73,83,6,35,1.06,18,98
35,39,5,29,0.83,13,49
20,20,5,30,1.01,13,30
41,37,5,29,1.19,20,57
69,69,5,31,1.28,19,93
44,47,5,25,1.19,29,61
31,31,5,19,0.95,53,45
41,41,5,19,0.8,53,57
49,45,5,20,0.75,46,67
60,59,6,25,0.9,41,81
68,70,6,31,1.08,36,91
103,146,10,21,0.91,64,137
44,55,6,16,0.67,68,61
50,56,6,26,0.88,45,69
53,62,6,29,0.86,46,73
60,68,8,30,0.94,53,82
57,61,7,19,0.82,67,78
21,20,5,15,0.63,65,30
23,21,6,16,0.57,64,33
33,30,6,22,0.61,50,47
37,38,6,30,0.76,36,52
48,49,7,43,0.87,18,67
56,54,6,28,0.82,37,77
40,42,6,34,0.83,30,57
45,57,7,51,1.04,24,63
67,78,8,38,1.03,41,90
80,100,7,33,1,35,107
29,35,6,20,0.68,47,42
21,21,5,18,0.53,42,31
31,33,5,16,0.58,48,45
53,59,8,33,0.82,52,73
44,60,12,62,0.98,29,62
64,87,11,71,1.14,26,87
55,61,8,35,0.85,65,75
72,96,10,64,1.08,52,96
64,89,9,77,1.05,48,86
57,87,9,81,0.98,42,78
61,102,11,68,1.07,62,83
65,118,13,91,1.32,17,88
49,126,8,50,0.78,39,97
40,132,9,62,0.78,40,91
59,145,13,80,1.15,44,98
59,116,9,59,1.03,62,87
55,127,10,70,1.05,60,89
31,99,9,40,0.85,44,75
20,48,7,31,0.68,58,47
27,74,10,42,0.9,61,62
24,64,13,44,0.87,69,56
35,78,14,66,1,57,64
49,104,15,70,1.18,68,77
37,75,14,44,0.97,78,63
46,76,8,42,0.94,56,65
58,156,9,46,1.23,45,115
66,238,9,40,1.21,68,148
47,110,12,50,1.32,48,80
5,13,6,13,0.73,64,22
21,34,6,24,0.67,30,34
36,57,6,29,0.9,24,54
22,33,6,21,0.87,32,35
4,6,6,21,0.74,38,13
6,9,6,18,0.59,58,18
14,18,6,21,0.59,59,23
21,30,9,30,0.9,43,32
12,16,6,28,0.98,31,20
26,56,7,34,0.73,45,50
33,79,9,41,0.78,46,65
36,87,10,35,0.81,70,69
22,42,11,31,0.8,72,42
36,70,11,58,1.17,27,60
48,73,6,19,0.93,53,68
